PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,player_name,role_expected,minutes_projection
2544,2014-15,0,1610612739,CLE,30.0,69,69,2493,624,1279,0.488,120,339,0.354,375,528,0.71,51,365,416,511,109,49,272,135,1743,LeBron James,point_forward_facilitator,28
2544,2015-16,0,1610612739,CLE,31.0,76,76,2709,737,1416,0.52,87,282,0.309,359,491,0.731,111,454,565,514,104,49,249,143,1920,LeBron James,point_forward_facilitator,28
2544,2016-17,0,1610612739,CLE,32.0,74,74,2795,736,1344,0.548,124,342,0.363,358,531,0.674,97,542,639,646,92,44,303,134,1954,LeBron James,point_forward_facilitator,28
2544,2017-18,0,1610612739,CLE,33.0,82,82,3026,857,1580,0.542,149,406,0.367,388,531,0.731,97,612,709,747,116,71,347,136,2251,LeBron James,point_forward_facilitator,28
2544,2018-19,0,1610612747,LAL,34.0,55,55,1937,558,1095,0.51,111,327,0.339,278,418,0.665,57,408,465,454,72,33,197,94,1505,LeBron James,point_forward_facilitator,28
2544,2019-20,0,1610612747,LAL,35.0,67,67,2316,643,1303,0.493,148,425,0.348,264,381,0.693,66,459,525,684,78,36,261,118,1698,LeBron James,point_forward_facilitator,28
2544,2020-21,0,1610612747,LAL,36.0,45,45,1504,422,823,0.513,104,285,0.365,178,255,0.698,29,317,346,350,48,25,168,70,1126,LeBron James,point_forward_facilitator,28
2544,2021-22,0,1610612747,LAL,37.0,56,56,2084,640,1221,0.524,161,448,0.359,254,336,0.756,63,396,459,349,73,59,196,121,1695,LeBron James,point_forward_facilitator,28
2544,2022-23,0,1610612747,LAL,38.0,55,54,1954,609,1219,0.5,121,377,0.321,251,327,0.768,65,392,457,375,50,32,178,88,1590,LeBron James,point_forward_facilitator,28
2544,2023-24,0,1610612747,LAL,39.0,71,71,2504,685,1269,0.54,149,363,0.41,303,404,0.75,61,457,518,589,89,38,245,78,1822,LeBron James,point_forward_facilitator,28
2544,2024-25,0,1610612747,LAL,40.0,70,70,2444,651,1270,0.513,149,396,0.376,259,331,0.782,72,474,546,575,70,39,260,99,1710,LeBron James,point_forward_facilitator,28
2544,2025-26,0,1610612747,LAL,41.0,60,60,1989,473,919,0.515,77,243,0.317,233,316,0.737,43,321,364,432,72,35,179,81,1256,LeBron James,point_forward_facilitator,28
1627759,2016-17,0,1610612738,BOS,20.0,78,20,1341,192,422,0.455,46,134,0.343,85,124,0.685,45,175,220,64,35,18,68,142,515,Jaylen Brown,secondary_scorer,34
1627759,2017-18,0,1610612738,BOS,21.0,70,70,2152,373,803,0.465,121,306,0.395,150,233,0.644,66,280,346,114,70,26,124,181,1017,Jaylen Brown,secondary_scorer,34
1627759,2018-19,0,1610612738,BOS,22.0,74,25,1913,368,792,0.465,95,276,0.344,133,202,0.658,65,248,313,100,69,32,99,186,964,Jaylen Brown,secondary_scorer,34
1627759,2019-20,0,1610612738,BOS,23.0,57,57,1934,427,887,0.481,129,338,0.382,176,243,0.724,62,302,364,118,65,20,125,167,1159,Jaylen Brown,secondary_scorer,34
1627759,2020-21,0,1610612738,BOS,24.0,58,58,1999,538,1111,0.484,163,411,0.397,191,250,0.764,71,276,347,195,72,32,158,168,1430,Jaylen Brown,secondary_scorer,34
1627759,2021-22,0,1610612738,BOS,25.0,66,66,2220,576,1217,0.473,166,464,0.358,241,318,0.758,53,351,404,231,70,18,178,163,1559,Jaylen Brown,secondary_scorer,34
1627759,2022-23,0,1610612738,BOS,26.0,67,67,2405,679,1383,0.491,163,487,0.335,263,344,0.765,78,381,459,232,75,26,197,172,1784,Jaylen Brown,secondary_scorer,34
1627759,2023-24,0,1610612738,BOS,27.0,70,70,2343,627,1256,0.499,145,410,0.354,211,300,0.703,84,303,387,249,83,37,166,185,1610,Jaylen Brown,secondary_scorer,34
1627759,2024-25,0,1610612738,BOS,28.0,63,63,2158,518,1118,0.463,116,358,0.324,246,322,0.764,82,286,368,286,73,19,162,154,1398,Jaylen Brown,secondary_scorer,34
1627759,2025-26,0,1610612738,BOS,29.0,71,71,2443,736,1543,0.477,140,404,0.347,426,536,0.795,81,411,492,364,72,27,259,191,2038,Jaylen Brown,secondary_scorer,34
203954,2016-17,0,1610612755,PHI,23.0,31,31,786,200,429,0.466,36,98,0.367,191,244,0.783,61,182,243,66,27,76,117,112,627,Joel Embiid,primary_scorer_when_healthy,26
203954,2017-18,0,1610612755,PHI,24.0,63,63,1912,510,1056,0.483,66,214,0.308,359,467,0.769,143,547,690,199,40,111,234,209,1445,Joel Embiid,primary_scorer_when_healthy,26
203954,2018-19,0,1610612755,PHI,25.0,64,64,2154,580,1199,0.484,79,263,0.3,522,649,0.804,160,711,871,234,46,122,226,211,1761,Joel Embiid,primary_scorer_when_healthy,26
203954,2019-20,0,1610612755,PHI,26.0,51,51,1506,382,801,0.477,57,172,0.331,351,435,0.807,141,452,593,152,45,65,159,174,1172,Joel Embiid,primary_scorer_when_healthy,26
203954,2020-21,0,1610612755,PHI,27.0,51,51,1585,461,899,0.513,58,154,0.377,471,548,0.859,113,426,539,145,50,69,159,123,1451,Joel Embiid,primary_scorer_when_healthy,26
203954,2021-22,0,1610612755,PHI,28.0,68,68,2296,666,1334,0.499,93,251,0.371,654,803,0.814,146,650,796,284,77,99,214,181,2079,Joel Embiid,primary_scorer_when_healthy,26
203954,2022-23,0,1610612755,PHI,29.0,66,66,2284,728,1328,0.548,66,200,0.33,661,771,0.857,113,557,670,274,66,112,226,205,2183,Joel Embiid,primary_scorer_when_healthy,26
203954,2023-24,0,1610612755,PHI,30.0,39,39,1309,450,851,0.529,54,139,0.388,399,452,0.883,95,335,430,219,46,66,150,112,1353,Joel Embiid,primary_scorer_when_healthy,26
203954,2024-25,0,1610612755,PHI,31.0,19,19,574,140,315,0.444,23,77,0.299,149,169,0.882,36,119,155,85,14,18,62,42,452,Joel Embiid,primary_scorer_when_healthy,26
203954,2025-26,0,1610612755,PHI,32.0,38,38,1201,341,697,0.489,53,159,0.333,286,335,0.854,75,218,293,150,21,46,109,82,1021,Joel Embiid,primary_scorer_when_healthy,26
1630178,2020-21,0,1610612755,PHI,20.0,61,8,936,198,429,0.462,31,103,0.301,61,70,0.871,11,93,104,120,26,13,41,79,488,Tyrese Maxey,primary_ball_handler,35
1630178,2021-22,0,1610612755,PHI,21.0,75,74,2650,483,995,0.485,132,309,0.427,213,246,0.866,26,214,240,321,55,32,88,156,1311,Tyrese Maxey,primary_ball_handler,35
1630178,2022-23,0,1610612755,PHI,22.0,60,41,2016,439,913,0.481,160,369,0.434,180,213,0.845,23,153,176,212,49,8,80,132,1218,Tyrese Maxey,primary_ball_handler,35
1630178,2023-24,0,1610612755,PHI,23.0,70,70,2626,638,1419,0.45,212,569,0.373,328,378,0.868,36,222,258,433,69,33,116,151,1816,Tyrese Maxey,primary_ball_handler,35
1630178,2024-25,0,1610612755,PHI,24.0,52,52,1960,477,1091,0.437,161,478,0.337,254,289,0.879,15,159,174,317,91,21,124,116,1369,Tyrese Maxey,primary_ball_handler,35
1630178,2025-26,0,1610612755,PHI,25.0,70,70,2661,694,1501,0.462,220,599,0.367,372,417,0.892,24,266,290,461,130,55,171,151,1980,Tyrese Maxey,primary_ball_handler,35
1642845,2025-26,0,1610612755,PHI,20.0,75,75,2623,451,1030,0.438,149,421,0.354,148,181,0.818,122,301,423,315,107,39,137,214,1199,VJ Edgecombe,3&D_wing,24
203484,2013-14,0,1610612765,DET,21.0,80,41,1583,182,460,0.396,59,185,0.319,47,61,0.77,38,118,156,55,75,12,28,145,470,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2014-15,0,1610612765,DET,22.0,82,82,2587,390,972,0.401,153,444,0.345,110,158,0.696,46,209,255,109,93,18,94,161,1043,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2015-16,0,1610612765,DET,23.0,76,76,2789,403,960,0.42,114,369,0.309,185,228,0.811,70,212,282,138,110,17,105,167,1105,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2016-17,0,1610612765,DET,24.0,76,75,2529,370,928,0.399,153,437,0.35,154,185,0.832,55,193,248,193,89,12,86,118,1047,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2017-18,0,1610612747,LAL,25.0,74,74,2458,340,798,0.426,159,415,0.383,153,194,0.789,60,327,387,162,106,16,97,145,992,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2018-19,0,1610612747,LAL,26.0,82,23,2035,325,756,0.43,151,435,0.347,137,158,0.867,48,190,238,110,73,13,65,137,938,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2019-20,0,1610612747,LAL,27.0,69,26,1762,237,507,0.467,92,239,0.385,79,102,0.775,38,104,142,111,57,14,62,128,645,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2020-21,0,1610612747,LAL,28.0,67,67,1902,218,506,0.431,120,293,0.41,97,112,0.866,27,152,179,127,62,26,66,114,653,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2021-22,0,1610612764,WAS,29.0,77,77,2329,361,829,0.435,159,408,0.39,137,154,0.89,41,220,261,145,83,26,97,139,1018,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2022-23,0,1610612743,DEN,30.0,76,76,2381,292,632,0.462,135,319,0.423,103,125,0.824,35,173,208,183,112,35,86,145,822,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2023-24,0,1610612743,DEN,31.0,76,76,2402,270,587,0.46,125,308,0.406,101,113,0.894,31,152,183,183,98,42,75,151,766,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2024-25,0,1610612753,ORL,32.0,77,77,2279,239,544,0.439,113,330,0.342,82,95,0.863,33,136,169,136,99,34,62,136,673,Kentavious Caldwell-Pope,veteran_3&D_guard,22
203484,2025-26,0,1610612763,MEM,33.0,51,14,1088,150,366,0.41,55,174,0.316,73,80,0.912,20,105,125,139,43,8,61,57,428,Kentavious Caldwell-Pope,veteran_3&D_guard,22
1629731,2019-20,0,1610612739,CLE,23.0,12,0,71,9,13,0.692,2,4,0.5,0,1,0.0,3,16,19,2,2,4,3,8,20,Dean Wade,stretch_big,18
1629731,2020-21,0,1610612739,CLE,24.0,63,19,1212,134,311,0.431,78,213,0.366,30,39,0.769,38,177,215,74,35,21,30,78,376,Dean Wade,stretch_big,18
1629731,2021-22,0,1610612739,CLE,25.0,51,28,980,99,217,0.456,51,142,0.359,20,30,0.667,31,119,150,52,29,7,16,88,269,Dean Wade,stretch_big,18
1629731,2022-23,0,1610612739,CLE,26.0,44,13,892,73,177,0.412,45,127,0.354,15,23,0.652,20,130,150,37,28,21,17,89,206,Dean Wade,stretch_big,18
1629731,2023-24,0,1610612739,CLE,27.0,54,32,1108,96,232,0.414,79,202,0.391,20,26,0.769,37,181,218,43,40,25,20,93,291,Dean Wade,stretch_big,18
1629731,2024-25,0,1610612739,CLE,28.0,59,30,1253,112,271,0.413,80,222,0.36,16,30,0.533,51,198,249,76,42,20,22,101,320,Dean Wade,stretch_big,18
1629731,2025-26,0,1610612739,CLE,29.0,59,38,1318,122,278,0.439,71,196,0.362,27,38,0.711,53,194,247,88,44,23,16,90,342,Dean Wade,stretch_big,18
1629014,2018-19,0,1610612757,POR,20.0,20,1,141,28,63,0.444,10,29,0.345,9,16,0.563,3,10,13,13,1,0,11,9,75,Anfernee Simons,secondary_ball_handler,20
1629014,2019-20,0,1610612757,POR,21.0,70,4,1449,214,536,0.399,75,226,0.332,76,92,0.826,25,127,152,97,26,10,61,135,579,Anfernee Simons,secondary_ball_handler,20
1629014,2020-21,0,1610612757,POR,22.0,64,0,1104,168,401,0.419,120,282,0.426,46,57,0.807,14,126,140,89,18,8,43,96,502,Anfernee Simons,secondary_ball_handler,20
1629014,2021-22,0,1610612757,POR,23.0,57,30,1681,353,797,0.443,179,442,0.405,103,116,0.888,26,125,151,221,30,6,115,110,988,Anfernee Simons,secondary_ball_handler,20
1629014,2022-23,0,1610612757,POR,24.0,62,62,2171,467,1045,0.447,212,562,0.377,160,179,0.894,18,143,161,253,42,14,128,142,1306,Anfernee Simons,secondary_ball_handler,20
1629014,2023-24,0,1610612757,POR,25.0,46,46,1582,360,837,0.43,156,405,0.385,163,178,0.916,22,145,167,255,23,5,126,98,1039,Anfernee Simons,secondary_ball_handler,20
1629014,2024-25,0,1610612757,POR,26.0,70,70,2292,479,1125,0.426,215,593,0.363,175,194,0.902,25,164,189,337,60,5,143,117,1348,Anfernee Simons,secondary_ball_handler,20
1629014,2025-26,0,1610612738,BOS,27.0,49,0,1202,250,568,0.44,130,329,0.395,64,72,0.889,26,92,118,116,27,6,55,82,694,Anfernee Simons,secondary_ball_handler,20
1629014,2025-26,0,1610612741,CHI,27.0,6,5,170,35,80,0.438,16,50,0.32,5,5,1.0,5,12,17,18,0,2,13,12,91,Anfernee Simons,secondary_ball_handler,20
1629014,2025-26,0,0,TOT,27.0,55,5,1372,285,648,0.44,146,379,0.385,69,77,0.896,31,104,135,134,27,8,68,94,785,Anfernee Simons,secondary_ball_handler,20
1641737,2024-25,0,1610612755,PHI,22.0,58,11,905,135,192,0.703,0,1,0.0,67,100,0.67,92,153,245,27,26,69,61,125,337,Adem Bona,backup_big_rim_protector,12
1641737,2025-26,0,1610612755,PHI,23.0,71,18,1234,131,220,0.595,2,6,0.333,80,113,0.708,128,179,307,32,30,82,56,153,344,Adem Bona,backup_big_rim_protector,12
1642348,2024-25,0,1610612755,PHI,21.0,44,26,1155,172,378,0.455,69,190,0.363,32,46,0.696,46,102,148,69,45,16,49,98,445,Justin Edwards,young_wing_depth,10
1642348,2025-26,0,1610612755,PHI,22.0,64,12,977,143,320,0.447,67,180,0.372,33,39,0.846,26,68,94,80,54,11,36,91,386,Justin Edwards,young_wing_depth,10
1631230,2022-23,0,1610612759,SAS,20.0,28,0,408,46,86,0.535,0,4,0.0,18,25,0.72,46,56,102,24,10,19,15,56,110,Dominick Barlow,young_wing_depth,10
1631230,2023-24,0,1610612759,SAS,21.0,33,1,420,56,113,0.496,3,9,0.333,29,42,0.69,45,68,113,36,12,14,9,47,144,Dominick Barlow,young_wing_depth,10
1631230,2024-25,0,1610612737,ATL,22.0,35,4,375,60,113,0.531,7,27,0.259,21,33,0.636,35,50,85,19,9,16,5,47,148,Dominick Barlow,young_wing_depth,10
1631230,2025-26,0,1610612755,PHI,23.0,71,59,1689,215,399,0.539,21,82,0.256,94,131,0.718,133,207,340,87,63,53,56,150,545,Dominick Barlow,young_wing_depth,10
1631133,2022-23,0,1610612757,POR,20.0,56,0,619,83,198,0.419,16,56,0.286,34,45,0.756,48,83,131,34,10,13,29,69,216,Jabari Walker,young_wing_depth,10
1631133,2023-24,0,1610612757,POR,21.0,72,23,1701,234,509,0.46,41,139,0.295,129,171,0.754,151,357,508,71,42,22,66,173,638,Jabari Walker,young_wing_depth,10
1631133,2024-25,0,1610612757,POR,22.0,60,1,749,118,229,0.515,28,72,0.389,49,71,0.69,59,152,211,37,33,6,34,87,313,Jabari Walker,young_wing_depth,10
1631133,2025-26,0,1610612755,PHI,23.0,64,6,762,97,213,0.455,32,95,0.337,50,68,0.735,72,120,192,34,23,13,27,103,276,Jabari Walker,young_wing_depth,10
